year,precipitation,rain,snowfall
1950,0.05416666666666667,0.05416666666666667,0.0
1951,0.6,0.6,0.0
1952,0.0,0.0,0.0
1953,0.20833333333333334,0.20833333333333334,0.0
1954,0.3125,0.3125,0.0
1955,0.0,0.0,0.0
1956,0.0,0.0,0.0
1957,0.0,0.0,0.0
1958,0.375,0.375,0.0
1959,0.008333333333333333,0.008333333333333333,0.0
1960,0.0,0.0,0.0
1961,0.0,0.0,0.0
1962,0.0,0.0,0.0
1963,0.0,0.0,0.0
1964,0.012500000000000002,0.012500000000000002,0.0
1965,0.0,0.0,0.0
1966,0.5583333333333333,0.5583333333333333,0.0
1967,0.0,0.0,0.0
1968,0.0,0.0,0.0
1969,0.008333333333333333,0.008333333333333333,0.0
1970,0.0,0.0,0.0
1971,0.09583333333333333,0.09583333333333333,0.0
1972,0.6124999999999999,0.6124999999999999,0.0
1973,0.0,0.0,0.0
1974,0.0,0.0,0.0
1975,0.075,0.075,0.0
1976,0.48333333333333334,0.48333333333333334,0.0
1977,1.1416666666666668,1.1416666666666668,0.0
1978,0.975,0.975,0.0
1979,0.0,0.0,0.0
1980,0.7374999999999999,0.7374999999999999,0.0
1981,0.03333333333333333,0.03333333333333333,0.0
1982,0.025000000000000005,0.025000000000000005,0.0
1983,0.0,0.0,0.0
1984,0.0,0.0,0.0
1985,0.0,0.0,0.0
1986,0.029166666666666664,0.029166666666666664,0.0
1987,0.05416666666666667,0.05416666666666667,0.0
1988,0.0,0.0,0.0
1989,0.0,0.0,0.0
1990,0.008333333333333333,0.008333333333333333,0.0
1991,1.2708333333333333,1.2708333333333333,0.0
1992,0.0,0.0,0.0
1993,0.0,0.0,0.0
1994,0.0,0.0,0.0
1995,0.7708333333333334,0.7708333333333334,0.0
1996,0.17500000000000002,0.17500000000000002,0.0
1997,2.004166666666667,2.004166666666667,0.0
1998,0.3458333333333334,0.3458333333333334,0.0
1999,0.35833333333333334,0.35833333333333334,0.0
2000,0.0,0.0,0.0
2001,0.0,0.0,0.0
2002,0.7708333333333334,0.7708333333333334,0.0
2003,0.0,0.0,0.0
2004,0.0,0.0,0.0
2005,0.17916666666666667,0.17916666666666667,0.0
2006,0.0,0.0,0.0
2007,0.0,0.0,0.0
2008,0.0,0.0,0.0
2009,0.0,0.0,0.0
2010,0.0,0.0,0.0
2011,0.0,0.0,0.0
2012,0.0,0.0,0.0
2013,1.4375,1.4375,0.0
2014,0.029166666666666664,0.029166666666666664,0.0
2015,0.04583333333333334,0.04583333333333334,0.0
2016,0.12916666666666668,0.12916666666666668,0.0
2017,0.6458333333333334,0.6458333333333334,0.0
2018,0.39999999999999997,0.39999999999999997,0.0
2019,0.0,0.0,0.0
2020,0.0,0.0,0.0
2021,0.25833333333333336,0.25833333333333336,0.0
2022,0.0,0.0,0.0
2023,0.06666666666666667,0.06666666666666667,0.0
2024,0.0,0.0,0.0
